gameId|teamId|pickTurn|championId
4155143287|200|9|19
4155143287|200|10|25
4155153287|100|1|99
4155153287|100|2|51
4155153287|100|3|58
4155153287|100|4|157
4155153287|100|5|64
4155153287|200|6|555
4155153287|200|7|498
4155153287|200|8|84
4155153287|200|9|75
4155153287|200|10|24
4155143199|100|1|412
4155143199|100|2|157
4155143199|100|3|122
4155143199|100|4|266
4155143199|100|5|238
4155143199|200|6|38
4155143199|200|7|145
4155143199|200|8|350
4155143199|200|9|84
4155143199|200|10|80
4155162972|100|1|157
4155162972|100|2|238
4155162972|100|3|240
4155162972|100|4|17
4155162972|100|5|89
4155162972|200|6|122
4155162972|200|7|497
4155162972|200|8|145
4155162972|200|9|246
4155162972|200|10|238
4155152714|100|1|24
4155152714|100|2|517
4155152714|100|3|350
4155152714|100|4|119
4155152714|100|5|86
4155152714|200|6|122
4155152714|200|7|15
4155152714|200|8|84
4155152714|200|9|555
4155152714|200|10|157
4155162804|100|1|122
4155162804|100|2|119
4155162804|100|3|141
4155162804|100|4|555
4155162804|100|5|11
4155162804|200|6|141
4155162804|200|7|238
4155162804|200|8|114
4155162804|200|9|161
4155162804|200|10|63
4155152912|100|1|51
4155152912|100|2|517
4155152912|100|3|412
4155152912|100|4|157
4155152912|100|5|266
4155152912|200|6|24
4155152912|200|7|122
4155152912|200|8|555
4155152912|200|9|82
4155152912|200|10|45
4155133401|100|1|122
4155133401|100|2|238
4155133401|100|3|89
4155133401|100|4|11
4155133401|100|5|145
4155133401|200|6|105
4155133401|200|7|58
4155133401|200|8|121
4155133401|200|9|63
4155133401|200|10|157
4155123560|100|1|103
4155123560|100|2|25
4155123560|100|3|17
4155123560|100|4|238
4155123560|100|5|157
4155123560|200|6|420
4155123560|200|7|246
4155123560|200|8|11
4155123560|200|9|266
4155123560|200|10|240
4155152591|100|1|103
4155152591|100|2|238
4155152591|100|3|157
4155152591|100|4|202
4155152591|100|5|350
4155152591|200|6|157
4155152591|200|7|238
4155152591|200|8|80
4155152591|200|9|63
4155152591|200|10|84
4155132991|100|1|157
4155132991|100|2|119
4155132991|100|3|236
4155132991|100|4|238
4155132991|100|5|83
4155132991|200|6|141
4155132991|200|7|25
4155132991|200|8|555
4155132991|200|9|35
4155132991|200|10|103
4155162437|100|1|157
4155162437|100|2|67
4155162437|100|3|202
4155162437|100|4|10
4155162437|100|5|122
4155162437|200|6|268
4155162437|200|7|164
4155162437|200|8|238
4155162437|200|9|420
4155162437|200|10|53
4155133035|100|1|111
4155133035|100|2|80
4155133035|100|3|119
4155133035|100|4|75
4155133035|100|5|157
4155133035|200|6|157
4155133035|200|7|114
4155133035|200|8|238
4155133035|200|9|350
4155133035|200|10|80
4155133053|100|1|22
4155133053|100|2|157
4155133053|100|3|517
4155133053|100|4|89
4155133053|100|5|28
4155133053|200|6|555
4155133053|200|7|60
4155133053|200|8|126
4155133053|200|9|119
4155133053|200|10|24
4155123095|100|1|82
4155123095|100|2|119
4155123095|100|3|555
4155123095|100|4|11
4155123095|100|5|122
4155123095|200|6|238
4155123095|200|7|60
4155123095|200|8|25
4155123095|200|9|350
4155123095|200|10|420
4155132912|100|1|350
4155132912|100|2|111
4155132912|100|3|2
4155132912|100|4|517
4155132912|100|5|157
4155132912|200|6|28
4155132912|200|7|92
4155132912|200|8|53
4155132912|200|9|157
4155132912|200|10|21
4155162075|100|1|119
4155162075|100|2|122
4155162075|100|3|555
4155162075|100|4|28
4155162075|100|5|11
4155162075|200|6|80
4155162075|200|7|25
4155162075|200|8|48
4155162075|200|9|112
4155162075|200|10|157
4155122760|100|1|11
4155122760|100|2|122
4155122760|100|3|157
4155122760|100|4|141
4155122760|100|5|119
4155122760|200|6|84
4155122760|200|7|99
4155122760|200|8|555
4155122760|200|9|122
4155122760|200|10|5
4155162045|100|1|119
4155162045|100|2|51
4155162045|100|3|36
4155162045|100|4|238
4155162045|100|5|24
4155162045|200|6|161
4155162045|200|7|53
4155162045|200|8|23
4155162045|200|9|119
4155162045|200|10|-1
4155152119|100|1|420
4155152119|100|2|157
4155152119|100|3|107
4155152119|100|4|55
4155152119|100|5|119
4155152119|200|6|82
4155152119|200|7|39
4155152119|200|8|25
4155152119|200|9|11
4155152119|200|10|31
4155161968|100|1|53
4155161968|100|2|157
4155161968|100|3|350
4155161968|100|4|86
4155161968|100|5|11
4155161968|200|6|122
4155161968|200|7|133
4155161968|200|8|82
4155161968|200|9|51
4155161968|200|10|25
4155161951|100|1|-1
4155161951|100|2|555
4155161951|100|3|105
4155161951|100|4|15
4155161951|100|5|58
4155161951|200|6|555
4155161951|200|7|24
4155161951|200|8|119
4155161951|200|9|238
4155161951|200|10|17
4155132686|100|1|24
4155132686|100|2|11
4155132686|100|3|23
4155132686|100|4|53
4155132686|100|5|81
4155132686|200|6|120
4155132686|200|7|-1
4155132686|200|8|25
4155132686|200|9|164
4155132686|200|10|115
4155162070|100|1|42
4155162070|100|2|33
4155162070|100|3|122
4155162070|100|4|53
4155162070|100|5|99
4155162070|200|6|555
4155162070|200|7|105
4155162070|200|8|17
4155162070|200|9|111
4155162070|200|10|29
4155162009|100|1|136
4155162009|100|2|15
4155162009|100|3|555
4155162009|100|4|518
4155162009|100|5|39
4155162009|200|6|122
4155162009|200|7|51
4155162009|200|8|555
4155162009|200|9|78
4155162009|200|10|103
4155151992|100|1|11
4155151992|100|2|53
4155151992|100|3|119
4155151992|100|4|23
4155151992|100|5|238
4155151992|200|6|84
4155151992|200|7|268
4155151992|200|8|19
4155151992|200|9|122
4155151992|200|10|11
4155161924|100|1|222
4155161924|100|2|157
4155161924|100|3|102
4155161924|100|4|350
4155161924|100|5|17
4155161924|200|6|99
4155161924|200|7|107
4155161924|200|8|122
4155161924|200|9|420
4155161924|200|10|119
4155151996|100|1|25
4155151996|100|2|142
4155151996|100|3|119
4155151996|100|4|202
4155151996|100|5|11
4155151996|200|6|90
4155151996|200|7|555
4155151996|200|8|6
4155151996|200|9|82
4155151996|200|10|101
4155142144|100|1|121
4155142144|100|2|17
4155142144|100|3|7
4155142144|100|4|53
4155142144|100|5|51
4155142144|200|6|222
4155142144|200|7|53
4155142144|200|8|105
4155142144|200|9|33
4155142144|200|10|120
4155132490|100|1|122
4155132490|100|2|24
4155132490|100|3|53
4155132490|100|4|268
4155132490|100|5|9
4155132490|200|6|21
4155132490|200|7|16
4155132490|200|8|11
4155132490|200|9|143
4155132490|200|10|157
4155122518|100|1|157
4155122518|100|2|51
4155122518|100|3|25
4155122518|100|4|17
4155122518|100|5|141
4155122518|200|6|17
4155122518|200|7|119
4155122518|200|8|80
4155122518|200|9|25
4155122518|200|10|131
4155122427|100|1|122
4155122427|100|2|555
4155122427|100|3|127
4155122427|100|4|11
4155122427|100|5|25
4155122427|200|6|150
4155122427|200|7|63
4155122427|200|8|-1
4155122427|200|9|120
4155122427|200|10|67
4155141765|100|1|17
4155141765|100|2|11
4155141765|100|3|103
4155141765|100|4|268
4155141765|100|5|555
4155141765|200|6|122
4155141765|200|7|105
4155141765|200|8|555
4155141765|200|9|84
4155141765|200|10|29
4155122100|100|1|92
4155122100|100|2|103
4155122100|100|3|99
4155122100|100|4|25
4155122100|100|5|141
4155122100|200|6|53
4155122100|200|7|105
4155122100|200|8|10
4155122100|200|9|555
4155122100|200|10|122
4155141599|100|1|11
4155141599|100|2|238
4155141599|100|3|114
4155141599|100|4|143
4155141599|100|5|517
4155141599|200|6|555
4155141599|200|7|518
4155141599|200|8|350
4155141599|200|9|58
4155141599|200|10|8
4155161235|100|1|25
4155161235|100|2|11
4155161235|100|3|80
4155161235|100|4|15
4155161235|100|5|238
4155161235|200|6|82
4155161235|200|7|25
4155161235|200|8|11
4155161235|200|9|238
4155161235|200|10|555
4155121932|100|1|86
4155121932|100|2|74
4155121932|100|3|119
4155121932|100|4|2
4155121932|100|5|53
4155121932|200|6|157
4155121932|200|7|145
4155121932|200|8|17
4155121932|200|9|11
4155121932|200|10|53
4155141391|100|1|51
4155141391|100|2|84
4155141391|100|3|157
4155141391|100|4|53
4155141391|100|5|11
4155141391|200|6|89
4155141391|200|7|23
4155141391|200|8|24
4155141391|200|9|555
4155141391|200|10|157
4155151195|100|1|67
4155151195|100|2|119
4155151195|100|3|75
4155151195|100|4|105
4155151195|100|5|-1
4155151195|200|6|85
4155151195|200|7|238
4155151195|200|8|157
4155151195|200|9|99
4155151195|200|10|121
4155161172|100|1|11
4155161172|100|2|238
4155161172|100|3|53
4155161172|100|4|25
4155161172|100|5|17
4155161172|200|6|11
4155161172|200|7|9
4155161172|200|8|80
4155161172|200|9|23
4155161172|200|10|157
4155131549|100|1|53
4155131549|100|2|150
4155131549|100|3|110
4155131549|100|4|29
4155131549|100|5|238
4155131549|200|6|53
4155131549|200|7|17
4155131549|200|8|555
4155131549|200|9|157
4155131549|200|10|77
4155150990|100|1|51
4155150990|100|2|122
4155150990|100|3|91
4155150990|100|4|53
4155150990|100|5|24
4155150990|200|6|55
4155150990|200|7|29
4155150990|200|8|25
4155150990|200|9|84
4155150990|200|10|517
4155121662|100|1|143
4155121662|100|2|56
4155121662|100|3|58
4155121662|100|4|119
4155121662|100|5|157
4155121662|200|6|25
4155121662|200|7|245
4155121662|200|8|266
4155121662|200|9|222
4155121662|200|10|120
4155131426|100|1|420
4155131426|100|2|238
4155131426|100|3|555
4155131426|100|4|53
4155131426|100|5|56
4155131426|200|6|86
4155131426|200|7|80
4155131426|200|8|157
4155131426|200|9|119
4155131426|200|10|350
4155121497|100|1|19
4155121497|100|2|122
4155121497|100|3|157
4155121497|100|4|99
4155121497|100|5|119
4155121497|200|6|555
4155121497|200|7|107
4155121497|200|8|268
4155121497|200|9|51
4155121497|200|10|96
4155131355|100|1|-1
4155131355|100|2|55
4155131355|100|3|25
4155131355|100|4|23
4155131355|100|5|17
4155131355|200|6|86
4155131355|200|7|238
4155131355|200|8|63
4155131355|200|9|-1
4155131355|200|10|19
4155131327|100|1|51
4155131327|100|2|53
4155131327|100|3|84
4155131327|100|4|11
4155131327|100|5|420
4155131327|200|6|12
4155131327|200|7|11
4155131327|200|8|122
4155131327|200|9|51
4155131327|200|10|105
4155160743|100|1|432
4155160743|100|2|24
4155160743|100|3|555
4155160743|100|4|157
4155160743|100|5|15
4155160743|200|6|40
4155160743|200|7|157
4155160743|200|8|24
4155160743|200|9|25
4155160743|200|10|122
4155121366|100|1|157
4155121366|100|2|254
4155121366|100|3|555
4155121366|100|4|420
4155121366|100|5|119
4155121366|200|6|350
4155121366|200|7|240
4155121366|200|8|498
4155121366|200|9|157
4155121366|200|10|24
4155121357|100|1|555
4155121357|100|2|-1
4155121357|100|3|58
4155121357|100|4|246
4155121357|100|5|102
4155121357|200|6|82
4155121357|200|7|24
4155121357|200|8|84
4155121357|200|9|63
4155121357|200|10|102
4155121222|100|1|51
4155121222|100|2|20
4155121222|100|3|37
4155121222|100|4|142
4155121222|100|5|67
4155121222|200|6|90
4155121222|200|7|24
4155121222|200|8|53
4155121222|200|9|25
4155121222|200|10|555
4155150496|100|1|53
4155150496|100|2|157
4155150496|100|3|14
4155150496|100|4|11
4155150496|100|5|350
4155150496|200|6|19
4155150496|200|7|53
4155150496|200|8|38
4155150496|200|9|122
4155150496|200|10|238
4155120444|100|1|412
4155120444|100|2|24
4155120444|100|3|268
4155120444|100|4|17
4155120444|100|5|25
4155120444|200|6|202
4155120444|200|7|350
4155120444|200|8|238
4155120444|200|9|107
4155120444|200|10|555
4155121033|100|1|6
4155121033|100|2|119
4155121033|100|3|-1
4155121033|100|4|157
4155121033|100|5|555
4155121033|200|6|114
4155121033|200|7|64
4155121033|200|8|142
4155121033|200|9|157
4155121033|200|10|99
4155120994|100|1|17
4155120994|100|2|11
4155120994|100|3|80
4155120994|100|4|24
4155120994|100|5|-1
4155120994|200|6|122
4155120994|200|7|84
4155120994|200|8|51
4155120994|200|9|82
4155120994|200|10|53
4155130646|100|1|157
4155130646|100|2|119
4155130646|100|3|82
4155130646|100|4|238
4155130646|100|5|350
4155130646|200|6|41
4155130646|200|7|84
4155130646|200|8|25
4155130646|200|9|119
4155130646|200|10|141
4155119979|100|1|82
4155119979|100|2|86
4155119979|100|3|39
4155119979|100|4|111
4155119979|100|5|555
4155119979|200|6|157
4155119979|200|7|55
4155119979|200|8|240
4155119979|200|9|82
4155119979|200|10|121
4155120577|100|1|19
4155120577|100|2|80
4155120577|100|3|238
4155120577|100|4|222
4155120577|100|5|99
4155120577|200|6|45
4155120577|200|7|157
4155120577|200|8|107
4155120577|200|9|7
4155120577|200|10|555
4155120534|100|1|122
4155120534|100|2|222
4155120534|100|3|11
4155120534|100|4|25
4155120534|100|5|82
4155120534|200|6|157
4155120534|200|7|141
4155120534|200|8|142
4155120534|200|9|11
4155120534|200|10|350
4155109718|100|1|120
4155109718|100|2|22
4155109718|100|3|245
4155109718|100|4|82
4155109718|100|5|37
4155109718|200|6|99
4155109718|200|7|555
4155109718|200|8|12
4155109718|200|9|157
4155109718|200|10|11
4155100091|100|1|157
4155100091|100|2|23
4155100091|100|3|53
4155100091|100|4|59
4155100091|100|5|555
4155100091|200|6|24
4155100091|200|7|6
4155100091|200|8|13
4155100091|200|9|53
4155100091|200|10|429
4155090301|100|1|238
4155090301|100|2|350
4155090301|100|3|555
4155090301|100|4|420
4155090301|100|5|81
4155090301|200|6|122
4155090301|200|7|119
4155090301|200|8|33
4155090301|200|9|7
4155090301|200|10|25
4155099910|100|1|104
4155099910|100|2|555
4155099910|100|3|412
4155099910|100|4|103
4155099910|100|5|11
4155099910|200|6|106
4155099910|200|7|21
4155099910|200|8|63
4155099910|200|9|86
4155099910|200|10|107
4155109473|100|1|82
4155109473|100|2|53
4155109473|100|3|122
4155109473|100|4|84
4155109473|100|5|119
4155109473|200|6|266
4155109473|200|7|119
4155109473|200|8|84
4155109473|200|9|201
4155109473|200|10|121
4155080141|100|1|350
4155080141|100|2|555
4155080141|100|3|64
4155080141|100|4|36
4155080141|100|5|238
4155080141|200|6|350
4155080141|200|7|-1
4155080141|200|8|86
4155080141|200|9|157
4155080141|200|10|30
4155109304|100|1|51
4155109304|100|2|107
4155109304|100|3|23
4155109304|100|4|67
4155109304|100|5|238
4155109304|200|6|25
4155109304|200|7|80
4155109304|200|8|103
4155109304|200|9|53
4155109304|200|10|86
4155099543|100|1|-1
4155099543|100|2|80
4155099543|100|3|119
4155099543|100|4|157
4155099543|100|5|11
4155099543|200|6|25
4155099543|200|7|75
4155099543|200|8|11
4155099543|200|9|555
4155099543|200|10|238
4155089952|100|1|56
4155089952|100|2|33
4155089952|100|3|238
4155089952|100|4|222
4155089952|100|5|14
4155089952|200|6|555
4155089952|200|7|157
4155089952|200|8|53
4155089952|200|9|119
4155089952|200|10|238
4155080037|100|1|58
4155080037|100|2|51
4155080037|100|3|25
4155080037|100|4|157
4155080037|100|5|103
4155080037|200|6|18
4155080037|200|7|157
4155080037|200|8|25
4155080037|200|9|122
4155080037|200|10|11
4155099464|100|1|17
4155099464|100|2|7
4155099464|100|3|19
4155099464|100|4|119
4155099464|100|5|111
4155099464|200|6|51
4155099464|200|7|17
4155099464|200|8|77
4155099464|200|9|238
4155099464|200|10|25
4155089874|100|1|78
4155089874|100|2|23
4155089874|100|3|17
4155089874|100|4|53
4155089874|100|5|246
4155089874|200|6|75
4155089874|200|7|420
4155089874|200|8|238
4155089874|200|9|157
4155089874|200|10|99
4155119249|100|1|122
4155119249|100|2|350
4155119249|100|3|17
4155119249|100|4|131
4155119249|100|5|99
4155119249|200|6|80
4155119249|200|7|75
4155119249|200|8|89
4155119249|200|9|81
4155119249|200|10|238
4155089725|100|1|99
4155089725|100|2|202
4155089725|100|3|266
4155089725|100|4|84
4155089725|100|5|136
4155089725|200|6|8
4155089725|200|7|99
4155089725|200|8|24
4155089725|200|9|53
4155089725|200|10|55
4155109060|100|1|84
4155109060|100|2|517
4155109060|100|3|246
4155109060|100|4|77
4155109060|100|5|350
4155109060|200|6|11
4155109060|200|7|238
4155109060|200|8|58
4155109060|200|9|157
4155109060|200|10|119
4155119107|100|1|91
4155119107|100|2|89
4155119107|100|3|11
4155119107|100|4|157
4155119107|100|5|119
4155119107|200|6|119
4155119107|200|7|157
4155119107|200|8|37
4155119107|200|9|266
4155119107|200|10|122
4155118975|100|1|238
4155118975|100|2|53
4155118975|100|3|121
4155118975|100|4|240
4155118975|100|5|67
4155118975|200|6|51
4155118975|200|7|36
4155118975|200|8|122
4155118975|200|9|64
4155118975|200|10|69
4155079723|100|1|33
4155079723|100|2|75
4155079723|100|3|119
4155079723|100|4|45
4155079723|100|5|99
4155079723|200|6|11
4155079723|200|7|222
4155079723|200|8|420
4155079723|200|9|157
4155079723|200|10|238
4155108919|100|1|11
4155108919|100|2|145
4155108919|100|3|105
4155108919|100|4|53
4155108919|100|5|86
4155108919|200|6|555
4155108919|200|7|222
4155108919|200|8|157
4155108919|200|9|92
4155108919|200|10|82
4155089517|100|1|55
4155089517|100|2|36
4155089517|100|3|99
4155089517|100|4|119
4155089517|100|5|-1
4155089517|200|6|-1
4155089517|200|7|58
4155089517|200|8|107
4155089517|200|9|53
4155089517|200|10|-1
4155089394|100|1|53
4155089394|100|2|38
4155089394|100|3|157
4155089394|100|4|110
4155089394|100|5|80
4155089394|200|6|246
4155089394|200|7|266
4155089394|200|8|11
4155089394|200|9|350
4155089394|200|10|202
4155099128|100|1|43
4155099128|100|2|53
4155099128|100|3|84
4155099128|100|4|555
4155099128|100|5|420
4155099128|200|6|15
4155099128|200|7|80
4155099128|200|8|350
4155099128|200|9|122
4155099128|200|10|35
4155118888|100|1|141
4155118888|100|2|103
4155118888|100|3|350
4155118888|100|4|11
4155118888|100|5|23
